x1,y1,z1,x2,y2,z2
-315.239,-354.232,-0.396395,-315.239,-324.232,-0.396395
-315.239,-354.232,-0.396395,-285.239,-354.232,-0.396395
-315.239,-354.232,29.6036,-315.239,-384.232,29.6036
-315.239,-354.232,29.6036,-315.239,-354.232,-0.396395
-315.239,-354.232,29.6036,-315.239,-354.232,59.6036
-315.239,-354.232,29.6036,-315.239,-324.232,29.6036
-315.239,-354.232,29.6036,-285.239,-354.232,29.6036
-315.239,-354.232,59.6036,-315.239,-384.232,59.6036
-315.239,-354.232,59.6036,-315.239,-354.232,29.6036
-315.239,-354.232,59.6036,-315.239,-354.232,89.6036
-315.239,-354.232,59.6036,-315.239,-324.232,59.6036
-315.239,-354.232,59.6036,-285.239,-354.232,59.6036
-315.239,-354.232,89.6036,-315.239,-384.232,89.6036
-315.239,-354.232,89.6036,-315.239,-354.232,59.6036
-315.239,-354.232,89.6036,-315.239,-354.232,119.604
-315.239,-354.232,89.6036,-315.239,-324.232,89.6036
-315.239,-354.232,89.6036,-285.239,-354.232,89.6036
-315.239,-354.232,119.604,-315.239,-384.232,119.604
-315.239,-354.232,119.604,-315.239,-354.232,89.6036
-315.239,-354.232,119.604,-315.239,-354.232,149.604
-315.239,-354.232,119.604,-315.239,-324.232,119.604
-315.239,-354.232,119.604,-285.239,-354.232,119.604
-315.239,-354.232,149.604,-315.239,-384.232,149.604
-315.239,-354.232,149.604,-315.239,-354.232,119.604
-315.239,-354.232,149.604,-315.239,-354.232,179.604
-315.239,-354.232,149.604,-315.239,-324.232,149.604
-315.239,-354.232,149.604,-285.239,-354.232,149.604
-315.239,-354.232,179.604,-315.239,-384.232,179.604
-315.239,-354.232,179.604,-315.239,-354.232,149.604
-315.239,-354.232,179.604,-315.239,-354.232,209.604
-315.239,-354.232,179.604,-315.239,-324.232,179.604
-315.239,-354.232,179.604,-285.239,-354.232,179.604
-315.239,-354.232,209.604,-315.239,-384.232,209.604
-315.239,-354.232,209.604,-315.239,-354.232,179.604
-315.239,-354.232,209.604,-315.239,-324.232,209.604
-315.239,-354.232,209.604,-285.239,-354.232,209.604
-315.239,-324.232,-0.396395,-315.239,-354.232,-0.396395
-315.239,-324.232,-0.396395,-315.239,-324.232,29.6036
-315.239,-324.232,-0.396395,-315.239,-294.232,-0.396395
-315.239,-324.232,-0.396395,-285.239,-324.232,-0.396395
-315.239,-324.232,29.6036,-315.239,-354.232,29.6036
-315.239,-324.232,29.6036,-315.239,-324.232,-0.396395
-315.239,-324.232,29.6036,-315.239,-324.232,59.6036
-315.239,-324.232,29.6036,-315.239,-294.232,29.6036
-315.239,-324.232,29.6036,-285.239,-324.232,29.6036
-315.239,-324.232,59.6036,-315.239,-354.232,59.6036
-315.239,-324.232,59.6036,-315.239,-324.232,29.6036
-315.239,-324.232,59.6036,-315.239,-324.232,89.6036
-315.239,-324.232,59.6036,-315.239,-294.232,59.6036
-315.239,-324.232,59.6036,-285.239,-324.232,59.6036
-315.239,-324.232,89.6036,-315.239,-354.232,89.6036
-315.239,-324.232,89.6036,-315.239,-324.232,59.6036
-315.239,-324.232,89.6036,-315.239,-324.232,119.604
-315.239,-324.232,89.6036,-315.239,-294.232,89.6036
-315.239,-324.232,89.6036,-285.239,-324.232,89.6036
-315.239,-324.232,119.604,-315.239,-354.232,119.604
-315.239,-324.232,119.604,-315.239,-324.232,89.6036
-315.239,-324.232,119.604,-315.239,-324.232,149.604
-315.239,-324.232,119.604,-315.239,-294.232,119.604
-315.239,-324.232,119.604,-285.239,-324.232,119.604
-315.239,-324.232,149.604,-315.239,-354.232,149.604
-315.239,-324.232,149.604,-315.239,-324.232,119.604
-315.239,-324.232,149.604,-315.239,-324.232,179.604
-315.239,-324.232,149.604,-315.239,-294.232,149.604
-315.239,-324.232,149.604,-285.239,-324.232,149.604
-315.239,-324.232,179.604,-315.239,-354.232,179.604
-315.239,-324.232,179.604,-315.239,-324.232,149.604
-315.239,-324.232,179.604,-315.239,-324.232,209.604
-315.239,-324.232,179.604,-315.239,-294.232,179.604
-315.239,-324.232,179.604,-285.239,-324.232,179.604
-315.239,-324.232,209.604,-315.239,-354.232,209.604
-315.239,-324.232,209.604,-315.239,-324.232,179.604
-315.239,-324.232,209.604,-315.239,-294.232,209.604
-315.239,-324.232,209.604,-285.239,-324.232,209.604
-315.239,-294.232,-0.396395,-315.239,-324.232,-0.396395
-315.239,-294.232,-0.396395,-315.239,-294.232,29.6036
-315.239,-294.232,-0.396395,-315.239,-264.232,-0.396395
-315.239,-294.232,-0.396395,-285.239,-294.232,-0.396395
-315.239,-294.232,29.6036,-315.239,-324.232,29.6036
-315.239,-294.232,29.6036,-315.239,-294.232,-0.396395
-315.239,-294.232,29.6036,-315.239,-294.232,59.6036
-315.239,-294.232,29.6036,-315.239,-264.232,29.6036
-315.239,-294.232,29.6036,-285.239,-294.232,29.6036
-315.239,-294.232,59.6036,-315.239,-324.232,59.6036
-315.239,-294.232,59.6036,-315.239,-294.232,29.6036
-315.239,-294.232,59.6036,-315.239,-294.232,89.6036
-315.239,-294.232,59.6036,-315.239,-264.232,59.6036
-315.239,-294.232,59.6036,-285.239,-294.232,59.6036
-315.239,-294.232,89.6036,-315.239,-324.232,89.6036
-315.239,-294.232,89.6036,-315.239,-294.232,59.6036
-315.239,-294.232,89.6036,-315.239,-294.232,119.604
-315.239,-294.232,89.6036,-315.239,-264.232,89.6036
-315.239,-294.232,89.6036,-285.239,-294.232,89.6036
-315.239,-294.232,119.604,-315.239,-324.232,119.604
-315.239,-294.232,119.604,-315.239,-294.232,89.6036
-315.239,-294.232,119.604,-315.239,-294.232,149.604
-315.239,-294.232,119.604,-315.239,-264.232,119.604
-315.239,-294.232,119.604,-285.239,-294.232,119.604
-315.239,-294.232,149.604,-315.239,-324.232,149.604
-315.239,-294.232,149.604,-315.239,-294.232,119.604
-315.239,-294.232,149.604,-315.239,-294.232,179.604
-315.239,-294.232,149.604,-315.239,-264.232,149.604
-315.239,-294.232,149.604,-285.239,-294.232,149.604
-315.239,-294.232,179.604,-315.239,-324.232,179.604
-315.239,-294.232,179.604,-315.239,-294.232,149.604
-315.239,-294.232,179.604,-315.239,-294.232,209.604
-315.239,-294.232,179.604,-315.239,-264.232,179.604
-315.239,-294.232,179.604,-285.239,-294.232,179.604
-315.239,-294.232,209.604,-315.239,-324.232,209.604
-315.239,-294.232,209.604,-315.239,-294.232,179.604
-315.239,-294.232,209.604,-315.239,-264.232,209.604
-315.239,-294.232,209.604,-285.239,-294.232,209.604
-315.239,-264.232,-0.396395,-315.239,-294.232,-0.396395
-315.239,-264.232,-0.396395,-315.239,-264.232,29.6036
-315.239,-264.232,-0.396395,-315.239,-234.232,-0.396395
-315.239,-264.232,-0.396395,-285.239,-264.232,-0.396395
-315.239,-264.232,29.6036,-315.239,-294.232,29.6036
-315.239,-264.232,29.6036,-315.239,-264.232,-0.396395
-315.239,-264.232,29.6036,-315.239,-264.232,59.6036
-315.239,-264.232,29.6036,-315.239,-234.232,29.6036
-315.239,-264.232,29.6036,-285.239,-264.232,29.6036
-315.239,-264.232,59.6036,-315.239,-294.232,59.6036
-315.239,-264.232,59.6036,-315.239,-264.232,29.6036
-315.239,-264.232,59.6036,-315.239,-264.232,89.6036
-315.239,-264.232,59.6036,-315.239,-234.232,59.6036
-315.239,-264.232,59.6036,-285.239,-264.232,59.6036
-315.239,-264.232,89.6036,-315.239,-294.232,89.6036
-315.239,-264.232,89.6036,-315.239,-264.232,59.6036
-315.239,-264.232,89.6036,-315.239,-264.232,119.604
-315.239,-264.232,89.6036,-315.239,-234.232,89.6036
-315.239,-264.232,89.6036,-285.239,-264.232,89.6036
-315.239,-264.232,119.604,-315.239,-294.232,119.604
-315.239,-264.232,119.604,-315.239,-264.232,89.6036
-315.239,-264.232,119.604,-315.239,-264.232,149.604
-315.239,-264.232,119.604,-315.239,-234.232,119.604
-315.239,-264.232,119.604,-285.239,-264.232,119.604
-315.239,-264.232,149.604,-315.239,-294.232,149.604
-315.239,-264.232,149.604,-315.239,-264.232,119.604
-315.239,-264.232,149.604,-315.239,-264.232,179.604
-315.239,-264.232,149.604,-315.239,-234.232,149.604
-315.239,-264.232,149.604,-285.239,-264.232,149.604
-315.239,-264.232,179.604,-315.239,-294.232,179.604
-315.239,-264.232,179.604,-315.239,-264.232,149.604
-315.239,-264.232,179.604,-315.239,-264.232,209.604
-315.239,-264.232,179.604,-315.239,-234.232,179.604
-315.239,-264.232,179.604,-285.239,-264.232,179.604
-315.239,-264.232,209.604,-315.239,-294.232,209.604
-315.239,-264.232,209.604,-315.239,-264.232,179.604
-315.239,-264.232,209.604,-315.239,-234.232,209.604
-315.239,-264.232,209.604,-285.239,-264.232,209.604
-315.239,-234.232,-0.396395,-315.239,-264.232,-0.396395
-315.239,-234.232,-0.396395,-315.239,-234.232,29.6036
-315.239,-234.232,-0.396395,-315.239,-204.232,-0.396395
-315.239,-234.232,-0.396395,-285.239,-234.232,-0.396395
-315.239,-234.232,29.6036,-315.239,-264.232,29.6036
-315.239,-234.232,29.6036,-315.239,-234.232,-0.396395
-315.239,-234.232,29.6036,-315.239,-234.232,59.6036
-315.239,-234.232,59.6036,-315.239,-264.232,59.6036
-315.239,-234.232,59.6036,-315.239,-234.232,29.6036
-315.239,-234.232,59.6036,-315.239,-234.232,89.6036
-315.239,-234.232,89.6036,-315.239,-264.232,89.6036
-315.239,-234.232,89.6036,-315.239,-234.232,59.6036
-315.239,-234.232,89.6036,-315.239,-234.232,119.604
-315.239,-234.232,119.604,-315.239,-264.232,119.604
-315.239,-234.232,119.604,-315.239,-234.232,89.6036
-315.239,-234.232,119.604,-315.239,-234.232,149.604
-315.239,-234.232,149.604,-315.239,-264.232,149.604
-315.239,-234.232,149.604,-315.239,-234.232,119.604
-315.239,-234.232,149.604,-315.239,-234.232,179.604
-315.239,-234.232,179.604,-315.239,-264.232,179.604
-315.239,-234.232,179.604,-315.239,-234.232,149.604
-315.239,-234.232,179.604,-315.239,-234.232,209.604
-315.239,-234.232,179.604,-315.239,-204.232,179.604
-315.239,-234.232,179.604,-285.239,-234.232,179.604
-315.239,-234.232,209.604,-315.239,-264.232,209.604
-315.239,-234.232,209.604,-315.239,-234.232,179.604
-315.239,-234.232,209.604,-315.239,-204.232,209.604
-315.239,-234.232,209.604,-285.239,-234.232,209.604
-315.239,-204.232,-0.396395,-315.239,-234.232,-0.396395
-315.239,-204.232,-0.396395,-315.239,-174.232,-0.396395
-315.239,-204.232,-0.396395,-285.239,-204.232,-0.396395
-315.239,-204.232,179.604,-315.239,-234.232,179.604
-315.239,-204.232,179.604,-315.239,-204.232,209.604
-315.239,-204.232,179.604,-315.239,-174.232,179.604
-315.239,-204.232,179.604,-285.239,-204.232,179.604
-315.239,-204.232,209.604,-315.239,-234.232,209.604
-315.239,-204.232,209.604,-315.239,-204.232,179.604
-315.239,-204.232,209.604,-315.239,-174.232,209.604
-315.239,-204.232,209.604,-285.239,-204.232,209.604
-315.239,-174.232,-0.396395,-315.239,-204.232,-0.396395
-315.239,-174.232,-0.396395,-315.239,-174.232,29.6036
-315.239,-174.232,-0.396395,-315.239,-144.232,-0.396395
-315.239,-174.232,-0.396395,-285.239,-174.232,-0.396395
-315.239,-174.232,29.6036,-315.239,-174.232,-0.396395
-315.239,-174.232,29.6036,-315.239,-174.232,59.6036
-315.239,-174.232,29.6036,-315.239,-144.232,29.6036
-315.239,-174.232,59.6036,-315.239,-174.232,29.6036
-315.239,-174.232,59.6036,-315.239,-174.232,89.6036
-315.239,-174.232,59.6036,-315.239,-144.232,59.6036
-315.239,-174.232,89.6036,-315.239,-174.232,59.6036
-315.239,-174.232,89.6036,-315.239,-174.232,119.604
-315.239,-174.232,89.6036,-315.239,-144.232,89.6036
-315.239,-174.232,119.604,-315.239,-174.232,89.6036
-315.239,-174.232,119.604,-315.239,-174.232,149.604
-315.239,-174.232,119.604,-315.239,-144.232,119.604
-315.239,-174.232,149.604,-315.239,-174.232,119.604
-315.239,-174.232,149.604,-315.239,-174.232,179.604
-315.239,-174.232,149.604,-315.239,-144.232,149.604
-315.239,-174.232,179.604,-315.239,-204.232,179.604
-315.239,-174.232,179.604,-315.239,-174.232,149.604
-315.239,-174.232,179.604,-315.239,-174.232,209.604
-315.239,-174.232,179.604,-315.239,-144.232,179.604
-315.239,-174.232,179.604,-285.239,-174.232,179.604
-315.239,-174.232,209.604,-315.239,-204.232,209.604
-315.239,-174.232,209.604,-315.239,-174.232,179.604
-315.239,-174.232,209.604,-315.239,-144.232,209.604
-315.239,-174.232,209.604,-285.239,-174.232,209.604
-315.239,-144.232,-0.396395,-315.239,-174.232,-0.396395
-315.239,-144.232,-0.396395,-315.239,-144.232,29.6036
-315.239,-144.232,-0.396395,-315.239,-114.232,-0.396395
-315.239,-144.232,-0.396395,-285.239,-144.232,-0.396395
-315.239,-144.232,29.6036,-315.239,-174.232,29.6036
-315.239,-144.232,29.6036,-315.239,-144.232,-0.396395
-315.239,-144.232,29.6036,-315.239,-144.232,59.6036
-315.239,-144.232,29.6036,-315.239,-114.232,29.6036
-315.239,-144.232,59.6036,-315.239,-174.232,59.6036
-315.239,-144.232,59.6036,-315.239,-144.232,29.6036
-315.239,-144.232,59.6036,-315.239,-144.232,89.6036
-315.239,-144.232,59.6036,-315.239,-114.232,59.6036
-315.239,-144.232,89.6036,-315.239,-174.232,89.6036
-315.239,-144.232,89.6036,-315.239,-144.232,59.6036
-315.239,-144.232,89.6036,-315.239,-144.232,119.604
-315.239,-144.232,89.6036,-315.239,-114.232,89.6036
-315.239,-144.232,119.604,-315.239,-174.232,119.604
-315.239,-144.232,119.604,-315.239,-144.232,89.6036
-315.239,-144.232,119.604,-315.239,-144.232,149.604
-315.239,-144.232,119.604,-315.239,-114.232,119.604
-315.239,-144.232,149.604,-315.239,-174.232,149.604
-315.239,-144.232,149.604,-315.239,-144.232,119.604
-315.239,-144.232,149.604,-315.239,-144.232,179.604
-315.239,-144.232,149.604,-315.239,-114.232,149.604
-315.239,-144.232,179.604,-315.239,-174.232,179.604
-315.239,-144.232,179.604,-315.239,-144.232,149.604
-315.239,-144.232,179.604,-315.239,-144.232,209.604
-315.239,-144.232,179.604,-315.239,-114.232,179.604
-315.239,-144.232,179.604,-285.239,-144.232,179.604
-315.239,-144.232,209.604,-315.239,-174.232,209.604
-315.239,-144.232,209.604,-315.239,-144.232,179.604
-315.239,-144.232,209.604,-315.239,-114.232,209.604
-315.239,-144.232,209.604,-285.239,-144.232,209.604
-315.239,-114.232,-0.396395,-315.239,-144.232,-0.396395
-315.239,-114.232,-0.396395,-315.239,-114.232,29.6036
-315.239,-114.232,-0.396395,-315.239,-84.2315,-0.396395
-315.239,-114.232,-0.396395,-285.239,-114.232,-0.396395
-315.239,-114.232,29.6036,-315.239,-144.232,29.6036
-315.239,-114.232,29.6036,-315.239,-114.232,-0.396395
-315.239,-114.232,29.6036,-315.239,-114.232,59.6036
-315.239,-114.232,29.6036,-315.239,-84.2315,29.6036
-315.239,-114.232,29.6036,-285.239,-114.232,29.6036
-315.239,-114.232,59.6036,-315.239,-144.232,59.6036
-315.239,-114.232,59.6036,-315.239,-114.232,29.6036
-315.239,-114.232,59.6036,-315.239,-114.232,89.6036
-315.239,-114.232,59.6036,-315.239,-84.2315,59.6036
-315.239,-114.232,59.6036,-285.239,-114.232,59.6036
-315.239,-114.232,89.6036,-315.239,-144.232,89.6036
-315.239,-114.232,89.6036,-315.239,-114.232,59.6036
-315.239,-114.232,89.6036,-315.239,-114.232,119.604
-315.239,-114.232,89.6036,-315.239,-84.2315,89.6036
-315.239,-114.232,89.6036,-285.239,-114.232,89.6036
-315.239,-114.232,119.604,-315.239,-144.232,119.604
-315.239,-114.232,119.604,-315.239,-114.232,89.6036
-315.239,-114.232,119.604,-315.239,-114.232,149.604
-315.239,-114.232,119.604,-315.239,-84.2315,119.604
-315.239,-114.232,119.604,-285.239,-114.232,119.604
-315.239,-114.232,149.604,-315.239,-144.232,149.604
-315.239,-114.232,149.604,-315.239,-114.232,119.604
-315.239,-114.232,149.604,-315.239,-114.232,179.604
-315.239,-114.232,149.604,-315.239,-84.2315,149.604
-315.239,-114.232,149.604,-285.239,-114.232,149.604
-315.239,-114.232,179.604,-315.239,-144.232,179.604
-315.239,-114.232,179.604,-315.239,-114.232,149.604
-315.239,-114.232,179.604,-315.239,-114.232,209.604
-315.239,-114.232,179.604,-315.239,-84.2315,179.604
-315.239,-114.232,179.604,-285.239,-114.232,179.604
-315.239,-114.232,209.604,-315.239,-144.232,209.604
-315.239,-114.232,209.604,-315.239,-114.232,179.604
-315.239,-114.232,209.604,-315.239,-84.2315,209.604
-315.239,-114.232,209.604,-285.239,-114.232,209.604
-315.239,-84.2315,-0.396395,-315.239,-114.232,-0.396395
-315.239,-84.2315,-0.396395,-315.239,-84.2315,29.6036
-315.239,-84.2315,-0.396395,-315.239,-54.2315,-0.396395
-315.239,-84.2315,-0.396395,-285.239,-84.2315,-0.396395
-315.239,-84.2315,29.6036,-315.239,-114.232,29.6036
-315.239,-84.2315,29.6036,-315.239,-84.2315,-0.396395
-315.239,-84.2315,29.6036,-315.239,-84.2315,59.6036
-315.239,-84.2315,29.6036,-315.239,-54.2315,29.6036
-315.239,-84.2315,29.6036,-285.239,-84.2315,29.6036
-315.239,-84.2315,59.6036,-315.239,-114.232,59.6036
-315.239,-84.2315,59.6036,-315.239,-84.2315,29.6036
-315.239,-84.2315,59.6036,-315.239,-84.2315,89.6036
-315.239,-84.2315,59.6036,-315.239,-54.2315,59.6036
-315.239,-84.2315,59.6036,-285.239,-84.2315,59.6036
-315.239,-84.2315,89.6036,-315.239,-114.232,89.6036
-315.239,-84.2315,89.6036,-315.239,-84.2315,59.6036
-315.239,-84.2315,89.6036,-315.239,-84.2315,119.604
-315.239,-84.2315,89.6036,-315.239,-54.2315,89.6036
-315.239,-84.2315,89.6036,-285.239,-84.2315,89.6036
-315.239,-84.2315,119.604,-315.239,-114.232,119.604
-315.239,-84.2315,119.604,-315.239,-84.2315,89.6036
-315.239,-84.2315,119.604,-315.239,-84.2315,149.604
-315.239,-84.2315,119.604,-315.239,-54.2315,119.604
-315.239,-84.2315,119.604,-285.239,-84.2315,119.604
-315.239,-84.2315,149.604,-315.239,-114.232,149.604
-315.239,-84.2315,149.604,-315.239,-84.2315,119.604
-315.239,-84.2315,149.604,-315.239,-84.2315,179.604
-315.239,-84.2315,149.604,-315.239,-54.2315,149.604
-315.239,-84.2315,149.604,-285.239,-84.2315,149.604
-315.239,-84.2315,179.604,-315.239,-114.232,179.604
-315.239,-84.2315,179.604,-315.239,-84.2315,149.604
-315.239,-84.2315,179.604,-315.239,-84.2315,209.604
-315.239,-84.2315,179.604,-315.239,-54.2315,179.604
-315.239,-84.2315,179.604,-285.239,-84.2315,179.604
-315.239,-84.2315,209.604,-315.239,-114.232,209.604
-315.239,-84.2315,209.604,-315.239,-84.2315,179.604
-315.239,-84.2315,209.604,-315.239,-54.2315,209.604
-315.239,-84.2315,209.604,-285.239,-84.2315,209.604
-315.239,-54.2315,-0.396395,-315.239,-84.2315,-0.396395
-315.239,-54.2315,-0.396395,-315.239,-54.2315,29.6036
-315.239,-54.2315,-0.396395,-315.239,-24.2315,-0.396395
-315.239,-54.2315,-0.396395,-285.239,-54.2315,-0.396395
-315.239,-54.2315,29.6036,-315.239,-84.2315,29.6036
-315.239,-54.2315,29.6036,-315.239,-54.2315,-0.396395
-315.239,-54.2315,29.6036,-315.239,-54.2315,59.6036
-315.239,-54.2315,29.6036,-285.239,-54.2315,29.6036
-315.239,-54.2315,59.6036,-315.239,-84.2315,59.6036
-315.239,-54.2315,59.6036,-315.239,-54.2315,29.6036
-315.239,-54.2315,59.6036,-315.239,-54.2315,89.6036
-315.239,-54.2315,59.6036,-315.239,-24.2315,59.6036
-315.239,-54.2315,59.6036,-285.239,-54.2315,59.6036
-315.239,-54.2315,89.6036,-315.239,-84.2315,89.6036
-315.239,-54.2315,89.6036,-315.239,-54.2315,59.6036
-315.239,-54.2315,89.6036,-315.239,-54.2315,119.604
-315.239,-54.2315,89.6036,-315.239,-24.2315,89.6036
-315.239,-54.2315,89.6036,-285.239,-54.2315,89.6036
-315.239,-54.2315,119.604,-315.239,-84.2315,119.604
-315.239,-54.2315,119.604,-315.239,-54.2315,89.6036
-315.239,-54.2315,119.604,-315.239,-54.2315,149.604
-315.239,-54.2315,119.604,-315.239,-24.2315,119.604
-315.239,-54.2315,119.604,-285.239,-54.2315,119.604
-315.239,-54.2315,149.604,-315.239,-84.2315,149.604
-315.239,-54.2315,149.604,-315.239,-54.2315,119.604
-315.239,-54.2315,149.604,-315.239,-54.2315,179.604
-315.239,-54.2315,149.604,-315.239,-24.2315,149.604
-315.239,-54.2315,149.604,-285.239,-54.2315,149.604
-315.239,-54.2315,179.604,-315.239,-84.2315,179.604
-315.239,-54.2315,179.604,-315.239,-54.2315,149.604
-315.239,-54.2315,179.604,-315.239,-54.2315,209.604
-315.239,-54.2315,179.604,-315.239,-24.2315,179.604
-315.239,-54.2315,179.604,-285.239,-54.2315,179.604
-315.239,-54.2315,209.604,-315.239,-84.2315,209.604
-315.239,-54.2315,209.604,-315.239,-54.2315,179.604
-315.239,-54.2315,209.604,-315.239,-24.2315,209.604
-315.239,-54.2315,209.604,-285.239,-54.2315,209.604
-315.239,-24.2315,-0.396395,-315.239,-54.2315,-0.396395
-315.239,-24.2315,-0.396395,-315.239,5.76849,-0.396395
-315.239,-24.2315,-0.396395,-285.239,-24.2315,-0.396395
-315.239,-24.2315,59.6036,-315.239,-54.2315,59.6036
-315.239,-24.2315,59.6036,-315.239,-24.2315,89.6036
-315.239,-24.2315,59.6036,-315.239,5.76849,59.6036
-315.239,-24.2315,59.6036,-285.239,-24.2315,59.6036
-315.239,-24.2315,89.6036,-315.239,-54.2315,89.6036
-315.239,-24.2315,89.6036,-315.239,-24.2315,59.6036
-315.239,-24.2315,89.6036,-315.239,-24.2315,119.604
-315.239,-24.2315,89.6036,-315.239,5.76849,89.6036
-315.239,-24.2315,89.6036,-285.239,-24.2315,89.6036
-315.239,-24.2315,119.604,-315.239,-54.2315,119.604
-315.239,-24.2315,119.604,-315.239,-24.2315,89.6036
-315.239,-24.2315,119.604,-315.239,-24.2315,149.604
-315.239,-24.2315,119.604,-315.239,5.76849,119.604
-315.239,-24.2315,119.604,-285.239,-24.2315,119.604
-315.239,-24.2315,149.604,-315.239,-54.2315,149.604
-315.239,-24.2315,149.604,-315.239,-24.2315,119.604
-315.239,-24.2315,149.604,-315.239,-24.2315,179.604
-315.239,-24.2315,149.604,-315.239,5.76849,149.604
-315.239,-24.2315,149.604,-285.239,-24.2315,149.604
-315.239,-24.2315,179.604,-315.239,-54.2315,179.604
-315.239,-24.2315,179.604,-315.239,-24.2315,149.604
-315.239,-24.2315,179.604,-315.239,-24.2315,209.604
-315.239,-24.2315,179.604,-315.239,5.76849,179.604
-315.239,-24.2315,179.604,-285.239,-24.2315,179.604
-315.239,-24.2315,209.604,-315.239,-54.2315,209.604
-315.239,-24.2315,209.604,-315.239,-24.2315,179.604
-315.239,-24.2315,209.604,-315.239,5.76849,209.604
-315.239,-24.2315,209.604,-285.239,-24.2315,209.604
-315.239,5.76849,-0.396395,-315.239,-24.2315,-0.396395
-315.239,5.76849,-0.396395,-315.239,5.76849,29.6036
-315.239,5.76849,-0.396395,-315.239,35.7685,-0.396395
-315.239,5.76849,-0.396395,-285.239,5.76849,-0.396395
-315.239,5.76849,29.6036,-315.239,5.76849,-0.396395
-315.239,5.76849,29.6036,-315.239,5.76849,59.6036
-315.239,5.76849,29.6036,-315.239,35.7685,29.6036
-315.239,5.76849,59.6036,-315.239,-24.2315,59.6036
-315.239,5.76849,59.6036,-315.239,5.76849,29.6036
-315.239,5.76849,59.6036,-315.239,5.76849,89.6036
-315.239,5.76849,59.6036,-315.239,35.7685,59.6036
-315.239,5.76849,89.6036,-315.239,-24.2315,89.6036
-315.239,5.76849,89.6036,-315.239,5.76849,59.6036
-315.239,5.76849,89.6036,-315.239,5.76849,119.604
-315.239,5.76849,89.6036,-315.239,35.7685,89.6036
-315.239,5.76849,119.604,-315.239,-24.2315,119.604
-315.239,5.76849,119.604,-315.239,5.76849,89.6036
-315.239,5.76849,119.604,-315.239,5.76849,149.604
-315.239,5.76849,119.604,-315.239,35.7685,119.604
-315.239,5.76849,149.604,-315.239,-24.2315,149.604
-315.239,5.76849,149.604,-315.239,5.76849,119.604
-315.239,5.76849,149.604,-315.239,5.76849,179.604
