minX,maxX,minY,maxY,minZ,maxZ
54.7611,64.7611,-304.232,-294.232,0,51
64.7611,74.7611,-304.232,-294.232,0,51
114.761,124.761,-304.232,-294.232,0,33
124.761,134.761,-304.232,-294.232,0,33
134.761,144.761,-304.232,-294.232,0,33
324.761,334.761,-304.232,-294.232,0,28
404.761,414.761,-304.232,-294.232,0,3
414.761,424.761,-304.232,-294.232,0,3
424.761,434.761,-304.232,-294.232,0,3
434.761,444.761,-304.232,-294.232,0,3
444.761,454.761,-304.232,-294.232,0,3
494.761,504.761,-304.232,-294.232,0,67
504.761,514.761,-304.232,-294.232,0,67
514.761,524.761,-304.232,-294.232,0,67
524.761,534.761,-304.232,-294.232,0,67
534.761,544.761,-304.232,-294.232,0,67
544.761,554.761,-304.232,-294.232,0,67
554.761,564.761,-304.232,-294.232,0,67
564.761,574.761,-304.232,-294.232,0,67
574.761,584.761,-304.232,-294.232,0,67
584.761,594.761,-304.232,-294.232,0,67
594.761,604.761,-304.232,-294.232,0,67
-245.239,-235.239,-294.232,-284.232,0,99
-235.239,-225.239,-294.232,-284.232,0,99
-225.239,-215.239,-294.232,-284.232,0,99
-215.239,-205.239,-294.232,-284.232,0,99
-205.239,-195.239,-294.232,-284.232,0,99
-155.239,-145.239,-294.232,-284.232,0,48
-145.239,-135.239,-294.232,-284.232,0,48
-135.239,-125.239,-294.232,-284.232,0,48
-125.239,-115.239,-294.232,-284.232,0,48
-115.239,-105.239,-294.232,-284.232,0,48
-105.239,-95.2389,-294.232,-284.232,0,14
-95.2389,-85.2389,-294.232,-284.232,0,14
-85.2389,-75.2389,-294.232,-284.232,0,17
-75.2389,-65.2389,-294.232,-284.232,0,17
-65.2389,-55.2389,-294.232,-284.232,0,25
-55.2389,-45.2389,-294.232,-284.232,0,25
-25.2389,-15.2389,-294.232,-284.232,0,40
-15.2389,-5.23886,-294.232,-284.232,0,40
44.7611,54.7611,-294.232,-284.232,0,51
54.7611,64.7611,-294.232,-284.232,0,51
64.7611,74.7611,-294.232,-284.232,0,51
304.761,314.761,-294.232,-284.232,0,28
314.761,324.761,-294.232,-284.232,0,28
324.761,334.761,-294.232,-284.232,0,28
334.761,344.761,-294.232,-284.232,0,28
414.761,424.761,-294.232,-284.232,0,3
424.761,434.761,-294.232,-284.232,0,3
434.761,444.761,-294.232,-284.232,0,3
444.761,454.761,-294.232,-284.232,0,3
454.761,464.761,-294.232,-284.232,0,3
464.761,474.761,-294.232,-284.232,0,3
494.761,504.761,-294.232,-284.232,0,67
504.761,514.761,-294.232,-284.232,0,67
514.761,524.761,-294.232,-284.232,0,67
524.761,534.761,-294.232,-284.232,0,67
534.761,544.761,-294.232,-284.232,0,67
544.761,554.761,-294.232,-284.232,0,67
-245.239,-235.239,-284.232,-274.232,0,99
-235.239,-225.239,-284.232,-274.232,0,99
-215.239,-205.239,-284.232,-274.232,0,99
-205.239,-195.239,-284.232,-274.232,0,99
-155.239,-145.239,-284.232,-274.232,0,48
-145.239,-135.239,-284.232,-274.232,0,48
-135.239,-125.239,-284.232,-274.232,0,48
-125.239,-115.239,-284.232,-274.232,0,48
-115.239,-105.239,-284.232,-274.232,0,48
-105.239,-95.2389,-284.232,-274.232,0,14
-95.2389,-85.2389,-284.232,-274.232,0,14
-85.2389,-75.2389,-284.232,-274.232,0,17
-75.2389,-65.2389,-284.232,-274.232,0,17
-65.2389,-55.2389,-284.232,-274.232,0,25
-55.2389,-45.2389,-284.232,-274.232,0,25
-25.2389,-15.2389,-284.232,-274.232,0,40
-15.2389,-5.23886,-284.232,-274.232,0,40
174.761,184.761,-284.232,-274.232,0,90
184.761,194.761,-284.232,-274.232,0,90
194.761,204.761,-284.232,-274.232,0,90
204.761,214.761,-284.232,-274.232,0,90
214.761,224.761,-284.232,-274.232,0,90
264.761,274.761,-284.232,-274.232,0,173
274.761,284.761,-284.232,-274.232,0,173
284.761,294.761,-284.232,-274.232,0,173
304.761,314.761,-284.232,-274.232,0,28
314.761,324.761,-284.232,-274.232,0,28
324.761,334.761,-284.232,-274.232,0,28
334.761,344.761,-284.232,-274.232,0,28
394.761,404.761,-284.232,-274.232,0,3
404.761,414.761,-284.232,-274.232,0,3
414.761,424.761,-284.232,-274.232,0,3
444.761,454.761,-284.232,-274.232,0,3
454.761,464.761,-284.232,-274.232,0,3
464.761,474.761,-284.232,-274.232,0,3
584.761,594.761,-284.232,-274.232,0,13
594.761,604.761,-284.232,-274.232,0,13
-215.239,-205.239,-274.232,-264.232,0,99
-205.239,-195.239,-274.232,-264.232,0,99
-195.239,-185.239,-274.232,-264.232,0,99
-155.239,-145.239,-274.232,-264.232,0,48
-145.239,-135.239,-274.232,-264.232,0,48
-135.239,-125.239,-274.232,-264.232,0,48
-125.239,-115.239,-274.232,-264.232,0,48
-115.239,-105.239,-274.232,-264.232,0,48
-105.239,-95.2389,-274.232,-264.232,0,48
-95.2389,-85.2389,-274.232,-264.232,0,14
-85.2389,-75.2389,-274.232,-264.232,0,17
-75.2389,-65.2389,-274.232,-264.232,0,17
-65.2388,-55.2388,-274.232,-264.232,0,25
-55.2389,-45.2389,-274.232,-264.232,0,25
124.761,134.761,-274.232,-264.232,0,45
134.761,144.761,-274.232,-264.232,0,45
144.761,154.761,-274.232,-264.232,0,45
184.761,194.761,-274.232,-264.232,0,90
194.761,204.761,-274.232,-264.232,0,90
204.761,214.761,-274.232,-264.232,0,90
214.761,224.761,-274.232,-264.232,0,90
264.761,274.761,-274.232,-264.232,0,173
274.761,284.761,-274.232,-264.232,0,173
284.761,294.761,-274.232,-264.232,0,173
304.761,314.761,-274.232,-264.232,0,28
314.761,324.761,-274.232,-264.232,0,28
324.761,334.761,-274.232,-264.232,0,28
334.761,344.761,-274.232,-264.232,0,28
394.761,404.761,-274.232,-264.232,0,3
404.761,414.761,-274.232,-264.232,0,3
414.761,424.761,-274.232,-264.232,0,3
444.761,454.761,-274.232,-264.232,0,3
524.761,534.761,-274.232,-264.232,0,12
594.761,604.761,-274.232,-264.232,0,13
-215.239,-205.239,-264.232,-254.232,0,99
-205.239,-195.239,-264.232,-254.232,0,99
-195.239,-185.239,-264.232,-254.232,0,99
-155.239,-145.239,-264.232,-254.232,0,48
-145.239,-135.239,-264.232,-254.232,0,48
-135.239,-125.239,-264.232,-254.232,0,48
74.7611,84.7611,-264.232,-254.232,0,61
124.761,134.761,-264.232,-254.232,0,45
134.761,144.761,-264.232,-254.232,0,45
144.761,154.761,-264.232,-254.232,0,45
184.761,194.761,-264.232,-254.232,0,90
194.761,204.761,-264.232,-254.232,0,90
204.761,214.761,-264.232,-254.232,0,90
214.761,224.761,-264.232,-254.232,0,90
224.761,234.761,-264.232,-254.232,0,90
254.761,264.761,-264.232,-254.232,0,173
264.761,274.761,-264.232,-254.232,0,173
274.761,284.761,-264.232,-254.232,0,173
284.761,294.761,-264.232,-254.232,0,173
294.761,304.761,-264.232,-254.232,0,173
304.761,314.761,-264.232,-254.232,0,28
314.761,324.761,-264.232,-254.232,0,28
324.761,334.761,-264.232,-254.232,0,28
334.761,344.761,-264.232,-254.232,0,28
504.761,514.761,-264.232,-254.232,0,13
514.761,524.761,-264.232,-254.232,0,13
594.761,604.761,-264.232,-254.232,0,13
-15.2389,-5.23886,-254.232,-244.232,0,29
-5.23886,4.76114,-254.232,-244.232,0,29
4.76114,14.7611,-254.232,-244.232,0,29
14.7611,24.7611,-254.232,-244.232,0,29
24.7611,34.7611,-254.232,-244.232,0,25
34.7611,44.7611,-254.232,-244.232,0,25
44.7611,54.7611,-254.232,-244.232,0,61
54.7611,64.7611,-254.232,-244.232,0,61
64.7611,74.7611,-254.232,-244.232,0,61
74.7611,84.7611,-254.232,-244.232,0,61
84.7611,94.7611,-254.232,-244.232,0,61
124.761,134.761,-254.232,-244.232,0,32
134.761,144.761,-254.232,-244.232,0,32
184.761,194.761,-254.232,-244.232,0,90
194.761,204.761,-254.232,-244.232,0,90
204.761,214.761,-254.232,-244.232,0,90
214.761,224.761,-254.232,-244.232,0,90
254.761,264.761,-254.232,-244.232,0,173
264.761,274.761,-254.232,-244.232,0,173
274.761,284.761,-254.232,-244.232,0,173
284.761,294.761,-254.232,-244.232,0,173
294.761,304.761,-254.232,-244.232,0,173
314.761,324.761,-254.232,-244.232,0,28
324.761,334.761,-254.232,-244.232,0,28
334.761,344.761,-254.232,-244.232,0,28
514.761,524.761,-254.232,-244.232,0,13
544.761,554.761,-254.232,-244.232,0,13
554.761,564.761,-254.232,-244.232,0,13
564.761,574.761,-254.232,-244.232,0,13
574.761,584.761,-254.232,-244.232,0,13
594.761,604.761,-254.232,-244.232,0,13
-75.2389,-65.2389,-244.232,-234.232,0,84
-65.2389,-55.2389,-244.232,-234.232,0,84
-55.2389,-45.2389,-244.232,-234.232,0,84
-45.2389,-35.2389,-244.232,-234.232,0,84
-15.2389,-5.23886,-244.232,-234.232,0,29
-5.23886,4.76114,-244.232,-234.232,0,29
4.76112,14.7611,-244.232,-234.232,0,29
14.7611,24.7611,-244.232,-234.232,0,29
24.7611,34.7611,-244.232,-234.232,0,25
34.7611,44.7611,-244.232,-234.232,0,25
44.7611,54.7611,-244.232,-234.232,0,61
54.7611,64.7611,-244.232,-234.232,0,61
64.7611,74.7611,-244.232,-234.232,0,61
74.7611,84.7611,-244.232,-234.232,0,61
84.7611,94.7611,-244.232,-234.232,0,61
124.761,134.761,-244.232,-234.232,0,32
134.761,144.761,-244.232,-234.232,0,32
144.761,154.761,-244.232,-234.232,0,32
154.761,164.761,-244.232,-234.232,0,32
164.761,174.761,-244.232,-234.232,0,32
184.761,194.761,-244.232,-234.232,0,90
194.761,204.761,-244.232,-234.232,0,90
204.761,214.761,-244.232,-234.232,0,90
214.761,224.761,-244.232,-234.232,0,90
254.761,264.761,-244.232,-234.232,0,173
264.761,274.761,-244.232,-234.232,0,173
274.761,284.761,-244.232,-234.232,0,173
284.761,294.761,-244.232,-234.232,0,173
294.761,304.761,-244.232,-234.232,0,173
314.761,324.761,-244.232,-234.232,0,28
324.761,334.761,-244.232,-234.232,0,28
334.761,344.761,-244.232,-234.232,0,28
514.761,524.761,-244.232,-234.232,0,13
524.761,534.761,-244.232,-234.232,0,13
-295.239,-285.239,-234.232,-224.232,0,169
-285.239,-275.239,-234.232,-224.232,0,169
-145.239,-135.239,-234.232,-224.232,0,55
-135.239,-125.239,-234.232,-224.232,0,55
-125.239,-115.239,-234.232,-224.232,0,55
-115.239,-105.239,-234.232,-224.232,0,55
-105.239,-95.2389,-234.232,-224.232,0,20
-95.2389,-85.2389,-234.232,-224.232,0,20
-85.2389,-75.2389,-234.232,-224.232,0,20
-75.2389,-65.2389,-234.232,-224.232,0,84
-65.2389,-55.2389,-234.232,-224.232,0,84
-55.2389,-45.2389,-234.232,-224.232,0,84
-45.2389,-35.2389,-234.232,-224.232,0,84
-5.23886,4.76114,-234.232,-224.232,0,29
4.76114,14.7611,-234.232,-224.232,0,29
14.7612,24.7612,-234.232,-224.232,0,29
24.7611,34.7611,-234.232,-224.232,0,25
34.7612,44.7612,-234.232,-224.232,0,25
44.7611,54.7611,-234.232,-224.232,0,61
54.7611,64.7611,-234.232,-224.232,0,61
64.7611,74.7611,-234.232,-224.232,0,61
74.7611,84.7611,-234.232,-224.232,0,61
84.7611,94.7611,-234.232,-224.232,0,61
124.761,134.761,-234.232,-224.232,0,11
134.761,144.761,-234.232,-224.232,0,11
144.761,154.761,-234.232,-224.232,0,11
154.761,164.761,-234.232,-224.232,0,11
164.761,174.761,-234.232,-224.232,0,11
184.761,194.761,-234.232,-224.232,0,90
204.761,214.761,-234.232,-224.232,0,13
214.761,224.761,-234.232,-224.232,0,13
224.761,234.761,-234.232,-224.232,0,13
264.761,274.761,-234.232,-224.232,0,173
274.761,284.761,-234.232,-224.232,0,173
284.761,294.761,-234.232,-224.232,0,173
294.761,304.761,-234.232,-224.232,0,173
314.761,324.761,-234.232,-224.232,0,28
324.761,334.761,-234.232,-224.232,0,28
334.761,344.761,-234.232,-224.232,0,28
344.761,354.761,-234.232,-224.232,0,28
514.761,524.761,-234.232,-224.232,0,13
554.761,564.761,-234.232,-224.232,0,3
-305.239,-295.239,-224.232,-214.232,0,169
-295.239,-285.239,-224.232,-214.232,0,169
-285.239,-275.239,-224.232,-214.232,0,169
-275.239,-265.239,-224.232,-214.232,0,169
-145.239,-135.239,-224.232,-214.232,0,55
-135.239,-125.239,-224.232,-214.232,0,55
-125.239,-115.239,-224.232,-214.232,0,55
-115.239,-105.239,-224.232,-214.232,0,55
-105.239,-95.2389,-224.232,-214.232,0,20
-95.2389,-85.2389,-224.232,-214.232,0,20
-85.2389,-75.2389,-224.232,-214.232,0,20
-75.2389,-65.2389,-224.232,-214.232,0,84
-65.2388,-55.2388,-224.232,-214.232,0,84
-55.2389,-45.2389,-224.232,-214.232,0,84
-45.2389,-35.2389,-224.232,-214.232,0,84
-5.23886,4.76114,-224.232,-214.232,0,29
4.76114,14.7611,-224.232,-214.232,0,29
14.7611,24.7611,-224.232,-214.232,0,29
24.7612,34.7612,-224.232,-214.232,0,25
34.7611,44.7611,-224.232,-214.232,0,25
54.7611,64.7611,-224.232,-214.232,0,61
64.7611,74.7611,-224.232,-214.232,0,61
74.7611,84.7611,-224.232,-214.232,0,61
84.7611,94.7611,-224.232,-214.232,0,61
124.761,134.761,-224.232,-214.232,0,11
134.761,144.761,-224.232,-214.232,0,26
154.761,164.761,-224.232,-214.232,0,26
164.761,174.761,-224.232,-214.232,0,26
184.761,194.761,-224.232,-214.232,0,3
194.761,204.761,-224.232,-214.232,0,3
204.761,214.761,-224.232,-214.232,0,11
214.761,224.761,-224.232,-214.232,0,11
224.761,234.761,-224.232,-214.232,0,11
264.761,274.761,-224.232,-214.232,0,173
274.761,284.761,-224.232,-214.232,0,173
284.761,294.761,-224.232,-214.232,0,173
294.761,304.761,-224.232,-214.232,0,173
324.761,334.761,-224.232,-214.232,0,28
334.761,344.761,-224.232,-214.232,0,28
344.761,354.761,-224.232,-214.232,0,28
434.761,444.761,-224.232,-214.232,0,121
444.761,454.761,-224.232,-214.232,0,121
454.761,464.761,-224.232,-214.232,0,121
464.761,474.761,-224.232,-214.232,0,121
474.761,484.761,-224.232,-214.232,0,121
524.761,534.761,-224.232,-214.232,0,13
554.761,564.761,-224.232,-214.232,0,3
-315.239,-305.239,-214.232,-204.232,0,169
-305.239,-295.239,-214.232,-204.232,0,169
-295.239,-285.239,-214.232,-204.232,0,169
-285.239,-275.239,-214.232,-204.232,0,169
-275.239,-265.239,-214.232,-204.232,0,169
-265.239,-255.239,-214.232,-204.232,0,169
-145.239,-135.239,-214.232,-204.232,0,55
-135.239,-125.239,-214.232,-204.232,0,55
-115.239,-105.239,-214.232,-204.232,0,55
-105.239,-95.2389,-214.232,-204.232,0,20
-95.2389,-85.2389,-214.232,-204.232,0,20
-85.2389,-75.2389,-214.232,-204.232,0,20
-75.2389,-65.2389,-214.232,-204.232,0,84
-65.2389,-55.2389,-214.232,-204.232,0,84
-55.2389,-45.2389,-214.232,-204.232,0,84
-45.2389,-35.2389,-214.232,-204.232,0,84
-5.23886,4.76114,-214.232,-204.232,0,29
4.76114,14.7611,-214.232,-204.232,0,29
14.7611,24.7611,-214.232,-204.232,0,29
24.7611,34.7611,-214.232,-204.232,0,25
134.761,144.761,-214.232,-204.232,0,26
144.761,154.761,-214.232,-204.232,0,26
154.761,164.761,-214.232,-204.232,0,26
164.761,174.761,-214.232,-204.232,0,26
174.761,184.761,-214.232,-204.232,0,26
184.761,194.761,-214.232,-204.232,0,3
194.761,204.761,-214.232,-204.232,0,3
204.761,214.761,-214.232,-204.232,0,3
214.761,224.761,-214.232,-204.232,0,3
224.761,234.761,-214.232,-204.232,0,16
234.761,244.761,-214.232,-204.232,0,16
274.761,284.761,-214.232,-204.232,0,173
284.761,294.761,-214.232,-204.232,0,173
294.761,304.761,-214.232,-204.232,0,173
324.761,334.761,-214.232,-204.232,0,28
334.761,344.761,-214.232,-204.232,0,28
344.761,354.761,-214.232,-204.232,0,28
354.761,364.761,-214.232,-204.232,0,28
394.761,404.761,-214.232,-204.232,0,121
404.761,414.761,-214.232,-204.232,0,121
414.761,424.761,-214.232,-204.232,0,121
424.761,434.761,-214.232,-204.232,0,121
434.761,444.761,-214.232,-204.232,0,121
444.761,454.761,-214.232,-204.232,0,121
454.761,464.761,-214.232,-204.232,0,121
464.761,474.761,-214.232,-204.232,0,121
474.761,484.761,-214.232,-204.232,0,121
514.761,524.761,-214.232,-204.232,0,3
554.761,564.761,-214.232,-204.232,0,3
594.761,604.761,-214.232,-204.232,0,78
-315.239,-305.239,-204.232,-194.232,0,169
-305.239,-295.239,-204.232,-194.232,0,169
-295.239,-285.239,-204.232,-194.232,0,169
-285.239,-275.239,-204.232,-194.232,0,169
-275.239,-265.239,-204.232,-194.232,0,169
-265.239,-255.239,-204.232,-194.232,0,169
-255.239,-245.239,-204.232,-194.232,0,169
-145.239,-135.239,-204.232,-194.232,0,55
-135.239,-125.239,-204.232,-194.232,0,3
-125.239,-115.239,-204.232,-194.232,0,3
-115.239,-105.239,-204.232,-194.232,0,3
-105.239,-95.2389,-204.232,-194.232,0,20
-95.2389,-85.2389,-204.232,-194.232,0,20
-85.2389,-75.2389,-204.232,-194.232,0,20
-75.2389,-65.2389,-204.232,-194.232,0,20
-65.2389,-55.2389,-204.232,-194.232,0,84
-55.2389,-45.2389,-204.232,-194.232,0,84
-45.2389,-35.2389,-204.232,-194.232,0,84
-5.23886,4.76114,-204.232,-194.232,0,29
94.7611,104.761,-204.232,-194.232,0,69
134.761,144.761,-204.232,-194.232,0,26
144.761,154.761,-204.232,-194.232,0,26
164.761,174.761,-204.232,-194.232,0,10
174.761,184.761,-204.232,-194.232,0,10
194.761,204.761,-204.232,-194.232,0,3
204.761,214.761,-204.232,-194.232,0,3
214.761,224.761,-204.232,-194.232,0,3
224.761,234.761,-204.232,-194.232,0,16
234.761,244.761,-204.232,-194.232,0,16
274.761,284.761,-204.232,-194.232,0,173
324.761,334.761,-204.232,-194.232,0,28
394.761,404.761,-204.232,-194.232,0,121
404.761,414.761,-204.232,-194.232,0,121
414.761,424.761,-204.232,-194.232,0,121
424.761,434.761,-204.232,-194.232,0,121
434.761,444.761,-204.232,-194.232,0,121
444.761,454.761,-204.232,-194.232,0,121
454.761,464.761,-204.232,-194.232,0,121
464.761,474.761,-204.232,-194.232,0,121
474.761,484.761,-204.232,-194.232,0,121
514.761,524.761,-204.232,-194.232,0,3
524.761,534.761,-204.232,-194.232,0,3
554.761,564.761,-204.232,-194.232,0,3
564.761,574.761,-204.232,-194.232,0,3
584.761,594.761,-204.232,-194.232,0,78
594.761,604.761,-204.232,-194.232,0,78
-315.239,-305.239,-194.232,-184.232,0,169
-305.239,-295.239,-194.232,-184.232,0,169
-295.239,-285.239,-194.232,-184.232,0,169
-285.239,-275.239,-194.232,-184.232,0,169
-275.239,-265.239,-194.232,-184.232,0,169
-265.239,-255.239,-194.232,-184.232,0,169
-255.239,-245.239,-194.232,-184.232,0,169
-245.239,-235.239,-194.232,-184.232,0,169
-125.239,-115.239,-194.232,-184.232,0,3
-115.239,-105.239,-194.232,-184.232,0,3
-105.239,-95.2389,-194.232,-184.232,0,20
-95.2389,-85.2389,-194.232,-184.232,0,20
-85.2389,-75.2389,-194.232,-184.232,0,20
-75.2389,-65.2389,-194.232,-184.232,0,20
-55.2389,-45.2389,-194.232,-184.232,0,84
-45.2389,-35.2389,-194.232,-184.232,0,84
-5.23888,4.76112,-194.232,-184.232,0,145
4.76114,14.7611,-194.232,-184.232,0,145
14.7611,24.7611,-194.232,-184.232,0,145
24.7611,34.7611,-194.232,-184.232,0,145
44.7611,54.7611,-194.232,-184.232,0,69
54.7611,64.7611,-194.232,-184.232,0,69
64.7611,74.7611,-194.232,-184.232,0,69
74.7611,84.7611,-194.232,-184.232,0,69
84.7611,94.7611,-194.232,-184.232,0,69
94.7611,104.761,-194.232,-184.232,0,69
134.761,144.761,-194.232,-184.232,0,10
144.761,154.761,-194.232,-184.232,0,10
154.761,164.761,-194.232,-184.232,0,10
164.761,174.761,-194.232,-184.232,0,10
174.761,184.761,-194.232,-184.232,0,10
194.761,204.761,-194.232,-184.232,0,3
204.761,214.761,-194.232,-184.232,0,3
214.761,224.761,-194.232,-184.232,0,3
224.761,234.761,-194.232,-184.232,0,16
234.761,244.761,-194.232,-184.232,0,16
394.761,404.761,-194.232,-184.232,0,121
404.761,414.761,-194.232,-184.232,0,121
414.761,424.761,-194.232,-184.232,0,121
424.761,434.761,-194.232,-184.232,0,121
434.761,444.761,-194.232,-184.232,0,121
444.761,454.761,-194.232,-184.232,0,121
454.761,464.761,-194.232,-184.232,0,121
464.761,474.761,-194.232,-184.232,0,121
474.761,484.761,-194.232,-184.232,0,121
584.761,594.761,-194.232,-184.232,0,78
594.761,604.761,-194.232,-184.232,0,78
-315.239,-305.239,-184.232,-174.232,0,169
-305.239,-295.239,-184.232,-174.232,0,169
-295.239,-285.239,-184.232,-174.232,0,169
-285.239,-275.239,-184.232,-174.232,0,169
-275.239,-265.239,-184.232,-174.232,0,169
-265.239,-255.239,-184.232,-174.232,0,169
-255.239,-245.239,-184.232,-174.232,0,169
-245.239,-235.239,-184.232,-174.232,0,169
-115.239,-105.239,-184.232,-174.232,0,171
-105.239,-95.2389,-184.232,-174.232,0,171
-95.2389,-85.2389,-184.232,-174.232,0,171
-85.2389,-75.2389,-184.232,-174.232,0,171
-75.2389,-65.2389,-184.232,-174.232,0,171
-65.2389,-55.2389,-184.232,-174.232,0,84
-55.2389,-45.2389,-184.232,-174.232,0,84
-45.2389,-35.2389,-184.232,-174.232,0,84
-35.2389,-25.2389,-184.232,-174.232,0,84
-5.23886,4.76114,-184.232,-174.232,0,145
4.76114,14.7611,-184.232,-174.232,0,145
14.7611,24.7611,-184.232,-174.232,0,145
24.7611,34.7611,-184.232,-174.232,0,145
34.7612,44.7612,-184.232,-174.232,0,145
54.7611,64.7611,-184.232,-174.232,0,69
64.7611,74.7611,-184.232,-174.232,0,69
74.7611,84.7611,-184.232,-174.232,0,69
84.7611,94.7611,-184.232,-174.232,0,69
94.7611,104.761,-184.232,-174.232,0,69
134.761,144.761,-184.232,-174.232,0,3
144.761,154.761,-184.232,-174.232,0,3
154.761,164.761,-184.232,-174.232,0,3
164.761,174.761,-184.232,-174.232,0,3
194.761,204.761,-184.232,-174.232,0,3
204.761,214.761,-184.232,-174.232,0,3
214.761,224.761,-184.232,-174.232,0,3
224.761,234.761,-184.232,-174.232,0,16
404.761,414.761,-184.232,-174.232,0,121
414.761,424.761,-184.232,-174.232,0,121
424.761,434.761,-184.232,-174.232,0,121
434.761,444.761,-184.232,-174.232,0,121
444.761,454.761,-184.232,-174.232,0,121
454.761,464.761,-184.232,-174.232,0,121
464.761,474.761,-184.232,-174.232,0,121
524.761,534.761,-184.232,-174.232,0,13
534.761,544.761,-184.232,-174.232,0,13
554.761,564.761,-184.232,-174.232,0,13
564.761,574.761,-184.232,-174.232,0,13
584.761,594.761,-184.232,-174.232,0,78
594.761,604.761,-184.232,-174.232,0,78
-305.239,-295.239,-174.232,-164.232,0,169
-295.239,-285.239,-174.232,-164.232,0,169
-285.239,-275.239,-174.232,-164.232,0,169
-275.239,-265.239,-174.232,-164.232,0,169
-265.239,-255.239,-174.232,-164.232,0,169
-255.239,-245.239,-174.232,-164.232,0,169
-125.239,-115.239,-174.232,-164.232,0,171
-115.239,-105.239,-174.232,-164.232,0,171
-105.239,-95.2389,-174.232,-164.232,0,171
-95.2389,-85.2389,-174.232,-164.232,0,171
-85.2389,-75.2389,-174.232,-164.232,0,171
-75.2389,-65.2389,-174.232,-164.232,0,171
-65.2389,-55.2389,-174.232,-164.232,0,84
-55.2389,-45.2389,-174.232,-164.232,0,84
-45.2388,-35.2388,-174.232,-164.232,0,84
-35.2389,-25.2389,-174.232,-164.232,0,84
-5.23888,4.76112,-174.232,-164.232,0,145
4.76114,14.7611,-174.232,-164.232,0,145
14.7612,24.7612,-174.232,-164.232,0,145
24.7611,34.7611,-174.232,-164.232,0,145
34.7612,44.7612,-174.232,-164.232,0,145
54.7612,64.7612,-174.232,-164.232,0,69
64.7611,74.7611,-174.232,-164.232,0,69
74.7611,84.7611,-174.232,-164.232,0,69
84.7611,94.7611,-174.232,-164.232,0,69
94.7611,104.761,-174.232,-164.232,0,69
134.761,144.761,-174.232,-164.232,0,3
144.761,154.761,-174.232,-164.232,0,3
154.761,164.761,-174.232,-164.232,0,3
524.761,534.761,-174.232,-164.232,0,13
554.761,564.761,-174.232,-164.232,0,13
564.761,574.761,-174.232,-164.232,0,13
-295.239,-285.239,-164.232,-154.232,0,169
-285.239,-275.239,-164.232,-154.232,0,169
-275.239,-265.239,-164.232,-154.232,0,169
-265.239,-255.239,-164.232,-154.232,0,169
-215.239,-205.239,-164.232,-154.232,0,160
-135.239,-125.239,-164.232,-154.232,0,171
-125.239,-115.239,-164.232,-154.232,0,171
-115.239,-105.239,-164.232,-154.232,0,171
-105.239,-95.2389,-164.232,-154.232,0,171
-95.2389,-85.2389,-164.232,-154.232,0,171
-85.2389,-75.2389,-164.232,-154.232,0,171
-75.2389,-65.2389,-164.232,-154.232,0,171
-65.2388,-55.2388,-164.232,-154.232,0,84
-55.2389,-45.2389,-164.232,-154.232,0,84
-45.2389,-35.2389,-164.232,-154.232,0,84
-35.2389,-25.2389,-164.232,-154.232,0,84
-5.23886,4.76114,-164.232,-154.232,0,145
4.76114,14.7611,-164.232,-154.232,0,145
14.7611,24.7611,-164.232,-154.232,0,145
24.7611,34.7611,-164.232,-154.232,0,145
34.7611,44.7611,-164.232,-154.232,0,145
54.7611,64.7611,-164.232,-154.232,0,69
64.7611,74.7611,-164.232,-154.232,0,69
74.7611,84.7611,-164.232,-154.232,0,69
84.7611,94.7611,-164.232,-154.232,0,69
304.761,314.761,-164.232,-154.232,0,3
324.761,334.761,-164.232,-154.232,0,130
334.761,344.761,-164.232,-154.232,0,130
344.761,354.761,-164.232,-154.232,0,130
354.761,364.761,-164.232,-154.232,0,130
524.761,534.761,-164.232,-154.232,0,13
544.761,554.761,-164.232,-154.232,0,13
-315.239,-305.239,-154.232,-144.232,0,23
-285.239,-275.239,-154.232,-144.232,0,169
-275.239,-265.239,-154.232,-144.232,0,169
-225.239,-215.239,-154.232,-144.232,0,160
-215.239,-205.239,-154.232,-144.232,0,160
-205.239,-195.239,-154.232,-144.232,0,160
-125.239,-115.239,-154.232,-144.232,0,171
-115.239,-105.239,-154.232,-144.232,0,171
-105.239,-95.2389,-154.232,-144.232,0,171
-95.2389,-85.2389,-154.232,-144.232,0,171
-85.2389,-75.2389,-154.232,-144.232,0,171
-75.2389,-65.2389,-154.232,-144.232,0,171
-65.2389,-55.2389,-154.232,-144.232,0,84
-55.2389,-45.2389,-154.232,-144.232,0,84
-45.2389,-35.2389,-154.232,-144.232,0,84
-35.2389,-25.2389,-154.232,-144.232,0,84
-5.23886,4.76114,-154.232,-144.232,0,145
4.76114,14.7611,-154.232,-144.232,0,145
14.7611,24.7611,-154.232,-144.232,0,145
24.7611,34.7611,-154.232,-144.232,0,145
204.761,214.761,-154.232,-144.232,0,20
214.761,224.761,-154.232,-144.232,0,3
224.761,234.761,-154.232,-144.232,0,3
234.761,244.761,-154.232,-144.232,0,3
244.761,254.761,-154.232,-144.232,0,3
274.761,284.761,-154.232,-144.232,0,3
284.761,294.761,-154.232,-144.232,0,3
294.761,304.761,-154.232,-144.232,0,3
304.761,314.761,-154.232,-144.232,0,3
324.761,334.761,-154.232,-144.232,0,130
334.761,344.761,-154.232,-144.232,0,130
344.761,354.761,-154.232,-144.232,0,130
354.761,364.761,-154.232,-144.232,0,130
